Episode,Total Reward,Boxes Placed on Target,Boxes Moved Away from Target,Total Waiting Moves,Game Lost
778,-31.200000000000113,2,0,0,1
779,-19.299999999999997,1,0,0,2
780,-19.999999999999993,1,0,0,2
781,-28.000000000000085,1,0,0,1
782,-13.200000000000001,1,0,0,2
783,-16.099999999999994,1,0,0,2
784,-21.199999999999996,1,0,0,2
785,-26.5,1,0,0,2
786,-14.600000000000001,1,0,0,2
787,-27.400000000000084,2,0,0,1
788,-22.999999999999996,1,0,0,2
789,-14.200000000000003,1,0,0,2
790,-11.6,0,0,0,2
791,-13.200000000000001,1,0,0,2
792,-15.700000000000003,1,0,0,2
793,-15.000000000000002,0,0,0,2
794,-11.7,0,0,0,2
795,-16.799999999999997,1,0,0,2
796,-11.8,0,0,0,2
797,-32.60000000000011,0,0,0,1
798,-31.40000000000011,1,1,0,1
799,-13.400000000000002,1,0,0,2
800,-11.2,0,0,0,2
801,-11.2,0,0,0,2
802,-15.599999999999998,1,0,0,2
803,-14.000000000000002,0,0,0,2
804,-16.199999999999996,1,0,0,2
805,-18.199999999999992,1,1,0,2
806,-11.4,0,0,0,2
807,-26.60000000000008,2,0,0,1
808,-11.7,1,1,0,2
809,-22.499999999999993,1,0,0,2
810,-36.40000000000007,1,1,0,2
811,-10.799999999999999,0,0,0,2
812,-12.4,1,0,0,2
813,-12.6,1,0,0,2
814,-21.699999999999996,1,0,0,2
815,-15.0,1,0,0,2
816,-30.4000000000001,0,0,0,1
817,-28.200000000000088,2,1,0,1
818,-24.899999999999988,1,0,0,2
819,-11.8,0,0,0,2
820,-12.8,1,1,0,2
821,-13.900000000000002,1,0,0,2
822,-33.00000000000012,0,0,0,1
823,-22.599999999999994,2,0,0,2
824,-30.700000000000017,1,0,0,2
825,-16.299999999999997,1,0,0,2
826,-14.8,0,0,0,2
827,-10.799999999999999,0,0,0,2
828,-11.8,0,0,0,2
829,-13.200000000000001,1,0,0,2
830,-13.2,1,0,0,2
831,-20.599999999999994,1,1,0,2
832,-29.000000000000103,1,0,0,1
833,-13.900000000000002,0,0,0,2
834,-13.500000000000002,0,0,0,2
835,-28.000000000000092,2,1,0,1
836,-28.00000000000009,1,0,0,1
837,-13.8,1,0,0,2
838,-17.4,0,0,0,2
839,-26.499999999999993,0,0,0,2
840,-15.499999999999998,0,0,0,2
841,-27.400000000000087,1,0,0,1
842,-11.5,0,0,0,2
843,-31.800000000000026,2,0,0,2
844,-12.100000000000001,0,0,0,2
845,-27.20000000000008,2,0,0,1
846,-29.2000000000001,1,0,0,1
847,-30.60000000000011,1,0,0,1
848,-21.799999999999994,0,0,0,2
849,-12.2,0,0,0,2
850,-12.2,0,0,0,2
851,-11.2,0,0,0,2
852,-11.9,1,1,0,2
853,-28.4,1,0,0,2
854,-20.299999999999997,1,0,0,2
855,-13.6,1,0,0,2
856,-12.0,1,1,0,2
857,-33.300000000000054,1,1,0,2
858,-27.00000000000009,2,0,0,1
859,-19.29999999999999,2,0,0,2
860,-13.700000000000003,0,0,0,2
861,-17.799999999999994,1,1,0,2
862,-20.89999999999999,1,0,0,2
863,-30.400000000000116,1,0,0,1
864,-13.6,1,0,0,2
865,-28.600000000000016,2,1,0,2
866,-32.600000000000044,2,2,0,2
867,-11.4,0,0,0,2
868,-29.600000000000108,2,0,0,1
869,-12.8,1,0,0,2
870,-12.200000000000001,0,0,0,2
871,-15.599999999999998,1,0,0,2
872,-29.800000000000097,1,0,0,1
873,-14.700000000000001,1,0,0,2
874,-14.0,1,0,0,2
875,-11.0,0,0,0,2
876,-11.4,0,0,0,2
877,-25.599999999999987,1,1,0,2
878,-12.0,1,1,0,2
879,-36.10000000000007,2,1,0,2
880,-14.300000000000002,0,0,0,2
881,-10.9,0,0,0,2
882,-19.299999999999997,1,0,0,2
883,-11.5,0,0,0,2
884,-18.699999999999996,2,1,0,2
885,-12.700000000000001,0,0,0,2
886,-31.00000000000011,1,1,0,1
887,-32.60000000000002,2,1,0,2
888,-11.3,0,0,0,2
889,-12.2,0,0,0,2
890,-15.499999999999998,2,0,0,2
891,-11.2,0,0,0,2
892,-20.899999999999995,2,1,0,2
893,-30.800000000000022,2,1,0,2
894,-20.19999999999999,2,0,0,2
895,-11.6,0,0,0,2
896,-32.000000000000114,0,0,0,1
897,-39.40000000000007,2,2,0,2
898,-10.799999999999999,0,0,0,2
899,-11.5,0,0,0,2
900,-15.799999999999997,1,0,0,2
901,-13.0,1,0,0,2
902,-15.799999999999999,1,0,0,2
903,-14.900000000000002,2,2,0,2
904,-29.1,2,2,0,2
905,-34.000000000000064,2,1,0,2
906,-13.3,1,0,0,2
907,-15.599999999999998,0,0,0,2
908,-20.29999999999999,1,0,0,2
909,-29.0000000000001,2,0,0,1
910,-15.2,1,0,0,2
911,-13.200000000000001,1,0,0,2
912,-11.3,0,0,0,2
913,-11.4,0,0,0,2
914,-13.000000000000002,1,0,0,2
915,-30.700000000000028,1,1,0,2
916,-16.599999999999998,1,0,0,2
917,-31.800000000000107,0,0,0,1
918,-14.900000000000002,2,1,0,2
919,-16.499999999999996,2,0,0,2
920,-15.899999999999997,2,0,0,2
921,-21.699999999999996,1,0,0,2
922,-25.69999999999999,1,0,0,2
923,-29.0,2,1,0,2
924,-27.19999999999999,0,0,0,2
925,-14.200000000000003,0,0,0,2
926,-11.0,0,0,0,2
927,-13.0,1,0,0,2
928,-29.8000000000001,2,1,0,1
929,-18.299999999999994,2,1,0,2
930,-15.0,1,0,0,2
931,-14.6,0,0,0,2
932,-13.0,1,0,0,2
933,-11.3,0,0,0,2
934,-11.0,0,0,0,2
935,-16.3,1,0,0,2
936,-13.3,1,0,0,2
937,-36.50000000000007,2,2,0,2
938,-13.4,1,0,0,2
939,-11.5,0,0,0,2
940,-32.0000000000001,0,0,0,1
941,-15.399999999999999,2,0,0,2
942,-28.400000000000105,2,1,0,1
943,-14.3,2,1,0,2
944,-19.9,1,0,0,2
945,-28.00000000000009,2,0,0,1
946,-22.099999999999994,1,1,0,2
947,-26.60000000000007,2,0,0,1
948,-11.3,1,0,0,2
949,-19.999999999999993,0,0,0,2
950,-18.599999999999994,0,0,0,2
951,-16.199999999999996,1,0,0,2
952,-16.199999999999996,1,0,0,2
953,-13.700000000000001,1,0,0,2
954,-37.300000000000054,2,2,0,2
955,-15.699999999999996,2,0,0,2
956,-16.799999999999997,0,0,0,2
957,-11.6,0,0,0,2
958,-11.0,0,0,0,2
959,-27.700000000000003,1,0,0,2
960,-17.199999999999996,1,0,0,2
961,-29.600000000000083,2,0,0,1
962,-14.100000000000001,1,0,0,2
963,-16.599999999999994,1,0,0,2
964,-17.799999999999994,1,0,0,2
965,-13.8,1,0,0,2
966,-31.000000000000128,1,1,0,1
967,-29.80000000000002,2,1,0,2
968,-12.4,1,1,0,2
969,-18.699999999999992,2,1,0,2
970,-15.299999999999999,2,0,0,2
971,-27.400000000000087,2,0,0,1
972,-30.400000000000098,2,1,0,1
973,-13.400000000000002,0,0,0,2
974,-11.6,0,0,0,2
975,-13.600000000000001,1,0,0,2
976,-27.200000000000085,2,0,0,1
977,-15.2,1,0,0,2
978,-11.4,0,0,0,2
979,-29.40000000000009,2,1,0,1
980,-15.299999999999997,0,0,0,2
981,-26.80000000000009,1,0,0,1
982,-29.0000000000001,0,0,0,1
983,-12.1,1,1,0,2
984,-30.50000000000002,2,1,0,2
985,-29.000000000000092,2,0,0,1
986,-27.6000000000001,1,0,0,1
987,-28.00000000000008,2,1,0,1
988,-31.000000000000092,0,0,0,1
989,-10.799999999999999,0,0,0,2
990,-13.700000000000001,1,0,0,2
991,-19.09999999999999,1,1,0,2
992,-26.80000000000008,2,0,0,1
993,-18.39999999999999,1,0,0,2
994,-26.200000000000077,2,0,0,1
995,-27.800000000000075,2,0,0,1
996,-16.599999999999994,2,1,0,2
997,-28.6000000000001,0,0,0,1
998,-11.0,0,0,0,2
999,-12.2,0,0,0,2
1000,-23.39999999999999,2,1,0,2
1001,-24.199999999999985,1,0,0,2
1002,-12.3,0,0,0,2
1003,-28.600000000000104,1,0,0,1
1004,-27.200000000000088,2,0,0,1
1005,-11.8,1,1,0,2
1006,-24.899999999999984,1,0,0,2
1007,-13.400000000000002,0,0,0,2
1008,-17.199999999999996,1,0,0,2
1009,-33.40000000000004,1,1,0,2
1010,-10.799999999999999,0,0,0,2
1011,-19.39999999999999,1,0,0,2
1012,-29.200000000000095,2,0,0,1
1013,-29.000000000000096,2,1,0,1
1014,-22.39999999999999,2,1,0,2
1015,-17.999999999999993,1,0,0,2
1016,-28.200000000000085,2,0,0,1
1017,-17.799999999999997,1,0,0,2
1018,-11.2,0,0,0,2
1019,-11.8,1,1,0,2
1020,-32.00000000000003,1,0,0,2
1021,-10.799999999999999,0,0,0,2
1022,-13.700000000000001,1,0,0,2
1023,-30.30000000000001,2,1,0,2
1024,-32.00000000000011,1,0,0,1
1025,-28.40000000000009,3,1,0,1
1026,-14.3,1,0,0,2
1027,-30.000000000000103,2,1,0,1
1028,-31.50000000000002,1,1,0,2
1029,-11.1,0,0,0,2
1030,-18.799999999999997,1,0,0,2
1031,-16.499999999999996,1,0,0,2
1032,-14.100000000000001,1,0,0,2
1033,-32.6000000000001,2,1,0,1
1034,-22.199999999999992,1,1,0,2
1035,-19.099999999999994,0,0,0,2
1036,-13.4,1,0,0,2
1037,-30.00000000000002,2,0,0,2
1038,-14.7,1,0,0,2
1039,-14.4,1,0,0,2
1040,-27.499999999999993,2,1,0,2
1041,-29.099999999999994,2,0,0,2
1042,-13.8,1,0,0,2
1043,-31.700000000000024,2,2,0,2
1044,-35.50000000000008,1,0,0,2
1045,-15.899999999999997,1,0,0,2
1046,-19.39999999999999,0,0,0,2
1047,-30.600000000000104,0,0,0,1
1048,-29.700000000000024,1,1,0,2
1049,-13.8,1,0,0,2
1050,-28.800000000000097,3,1,0,1
1051,-12.2,0,0,0,2
1052,-17.399999999999995,1,0,0,2
1053,-29.00000000000008,1,1,0,1
1054,-27.000000000000085,2,0,0,1
1055,-11.1,0,0,0,2
1056,-20.69999999999999,2,0,0,2
1057,-31.400000000000095,0,0,0,1
1058,-24.599999999999994,1,0,0,2
1059,-14.3,1,0,0,2
1060,-17.199999999999996,0,0,0,2
1061,-21.599999999999994,1,0,0,2
1062,-30.2000000000001,3,2,0,1
1063,-11.4,0,0,0,2
1064,-11.3,0,0,0,2
1065,-23.299999999999997,2,2,0,2
1066,-19.499999999999993,1,0,0,2
1067,-37.80000000000006,2,1,0,2
1068,-17.199999999999996,1,0,0,2
1069,-13.900000000000002,1,0,0,2
1070,-12.6,1,1,0,2
1071,-19.599999999999994,1,0,0,2
1072,-11.5,0,0,0,2
1073,-13.100000000000001,1,0,0,2
1074,-11.4,0,0,0,2
1075,-15.2,2,0,0,2
1076,-10.799999999999999,0,0,0,2
1077,-20.39999999999999,2,0,0,2
1078,-29.600000000000083,2,0,0,1
1079,-32.60000000000005,2,0,0,2
1080,-28.200000000000088,1,0,0,1
1081,-11.2,0,0,0,2
1082,-10.9,0,0,0,2
1083,-11.5,0,0,0,2
1084,-11.2,0,0,0,2
1085,-11.6,0,0,0,2
1086,-14.399999999999999,1,0,0,2
1087,-15.2,2,0,0,2
1088,-10.799999999999999,0,0,0,2
1089,-16.499999999999996,1,0,0,2
1090,-38.80000000000008,2,1,0,2
1091,-18.39999999999999,0,0,0,2
1092,-28.00000000000009,1,0,0,1
1093,-22.899999999999984,0,0,0,2
1094,-27.60000000000009,3,1,0,1
1095,-16.9,1,0,0,2
1096,-11.8,1,1,0,2
1097,-32.90000000000005,1,0,0,2
1098,-19.499999999999993,2,0,0,2
1099,-30.2000000000001,0,0,0,1
1100,-11.0,0,0,0,2
1101,-11.7,0,0,0,2
1102,-39.60000000000007,1,0,0,2
1103,-28.000000000000092,2,1,0,1
1104,-12.700000000000001,1,1,0,2
1105,-27.200000000000077,2,0,0,1
1106,-13.4,1,0,0,2
1107,-23.499999999999993,2,2,0,2
1108,-15.599999999999998,2,0,0,2
1109,-28.4000000000001,1,0,0,1
1110,-13.600000000000001,1,0,0,2
1111,-31.400000000000098,2,0,0,1
1112,-33.00000000000011,0,0,0,1
1113,-17.4,2,1,0,2
1114,-18.099999999999994,1,0,0,2
1115,-18.499999999999996,1,0,0,2
1116,-14.4,1,0,0,2
1117,-21.999999999999993,0,0,0,2
1118,-12.6,1,1,0,2
1119,-12.4,1,1,0,2
1120,-29.800000000000082,1,1,0,1
1121,-29.000000000000096,1,0,0,1
1122,-14.8,0,0,0,2
1123,-16.599999999999994,1,0,0,2
1124,-13.900000000000002,1,0,0,2
1125,-27.40000000000009,1,0,0,1
1126,-11.7,0,0,0,2
1127,-13.600000000000001,1,0,0,2
1128,-34.20000000000006,2,1,0,2
1129,-21.099999999999994,1,0,0,2
1130,-12.2,0,0,0,2
1131,-28.800000000000104,2,1,0,1
1132,-14.599999999999998,0,0,0,2
1133,-16.099999999999998,1,1,0,2
1134,-11.5,0,0,0,2
1135,-26.400000000000095,2,0,0,1
1136,-11.4,0,0,0,2
1137,-14.8,2,0,0,2
1138,-27.000000000000096,1,0,0,1
1139,-15.599999999999998,1,0,0,2
1140,-11.1,0,0,0,2
1141,-19.999999999999993,2,0,0,2
1142,-36.10000000000008,2,0,0,2
1143,-14.4,1,0,0,2
1144,-28.200000000000102,1,0,0,1
1145,-23.999999999999993,2,1,0,2
1146,-11.7,0,0,0,2
1147,-14.200000000000001,1,0,0,2
1148,-29.400000000000098,1,0,0,1
1149,-25.400000000000073,2,0,0,1
1150,-19.099999999999994,1,0,0,2
1151,-18.499999999999993,2,0,0,2
1152,-18.699999999999992,2,0,0,2
1153,-18.599999999999994,2,0,0,2
1154,-18.699999999999996,1,0,0,2
1155,-26.29999999999999,1,0,0,2
1156,-12.8,1,1,0,2
1157,-11.8,0,0,0,2
1158,-30.6000000000001,0,0,0,1
1159,-10.799999999999999,0,0,0,2
1160,-11.7,0,0,0,2
1161,-11.7,0,0,0,2
1162,-15.7,2,0,0,2
1163,-33.900000000000034,2,1,0,2
1164,-15.2,1,0,0,2
1165,-27.800000000000082,2,0,0,1
1166,-17.399999999999995,1,0,0,2
1167,-13.0,1,0,0,2
1168,-30.000000000000014,2,2,0,2
1169,-30.600000000000104,2,0,0,1
1170,-27.800000000000082,2,0,0,1
1171,-10.799999999999999,0,0,0,2
1172,-11.9,0,0,0,2
1173,-10.9,0,0,0,2
1174,-19.599999999999994,1,0,0,2
1175,-11.6,0,0,0,2
1176,-19.999999999999993,2,0,0,2
1177,-16.1,1,0,0,2
1178,-12.6,0,0,0,2
1179,-14.3,1,0,0,2
1180,-16.2,1,1,0,2
1181,-30.60000000000011,1,1,0,1
1182,-30.40000000000002,1,0,0,2
1183,-25.499999999999986,0,0,0,2
1184,-15.400000000000002,2,0,0,2
1185,-21.699999999999996,1,0,0,2
1186,-11.4,0,0,0,2
1187,-35.90000000000006,1,1,0,2
1188,-18.799999999999997,1,0,0,2
1189,-19.099999999999994,2,0,0,2
1190,-18.39999999999999,1,0,0,2
1191,-23.79999999999999,1,0,0,2
1192,-33.50000000000005,1,0,0,2
1193,-28.600000000000087,1,0,0,1
1194,-18.099999999999987,2,0,0,2
1195,-30.600000000000016,1,1,0,2
1196,-15.6,1,0,0,2
1197,-27.400000000000098,1,0,0,1
1198,-18.799999999999997,1,0,0,2
1199,-26.80000000000009,1,0,0,1
1200,-23.999999999999986,2,0,0,2
1201,-24.79999999999999,1,0,0,2
1202,-19.29999999999999,2,0,0,2
1203,-26.19999999999999,1,0,0,2
1204,-14.400000000000002,1,0,0,2
1205,-12.5,1,1,0,2
1206,-29.400000000000095,2,0,0,1
1207,-13.0,0,0,0,2
1208,-12.4,1,1,0,2
1209,-14.200000000000001,0,0,0,2
1210,-15.200000000000001,2,0,0,2
1211,-31.50000000000003,2,0,0,2
1212,-15.999999999999998,1,0,0,2
1213,-29.4000000000001,2,1,0,1
1214,-29.60000000000009,1,1,0,1
1215,-12.0,1,1,0,2
1216,-12.200000000000001,0,0,0,2
1217,-11.3,0,0,0,2
1218,-25.800000000000075,2,0,0,1
1219,-31.200000000000127,1,0,0,1
1220,-14.900000000000002,0,0,0,2
1221,-31.000000000000092,0,0,0,1
1222,-27.60000000000009,2,0,0,1
1223,-23.39999999999999,2,1,0,2
1224,-15.7,0,0,0,2
1225,-23.799999999999994,2,2,0,2
1226,-36.600000000000065,2,1,0,2
1227,-13.900000000000002,1,0,0,2
1228,-30.600000000000097,1,0,0,1
1229,-16.4,0,0,0,2
1230,-26.09999999999998,2,1,0,2
1231,-26.699999999999996,2,2,0,2
1232,-15.0,2,0,0,2
1233,-11.0,0,0,0,2
1234,-14.400000000000002,1,0,0,2
1235,-27.80000000000008,2,0,0,1
1236,-16.099999999999998,1,0,0,2
1237,-23.099999999999994,1,0,0,2
1238,-11.799999999999999,1,1,0,2
1239,-14.9,1,1,0,2
1240,-16.799999999999997,2,0,0,2
1241,-30.20000000000009,1,0,0,1
1242,-15.599999999999998,0,0,0,2
1243,-26.400000000000066,2,0,0,1
1244,-19.49999999999999,2,1,0,2
1245,-20.099999999999987,1,0,0,2
1246,-21.399999999999995,0,0,0,2
1247,-13.600000000000001,1,0,0,2
1248,-39.400000000000055,2,2,0,2
1249,-16.999999999999996,1,0,0,2
1250,-28.800000000000004,2,0,0,2
1251,-14.899999999999999,0,0,0,2
1252,-16.299999999999997,1,0,0,2
1253,-20.899999999999988,1,0,0,2
1254,-17.199999999999996,1,1,0,2
1255,-15.999999999999996,1,0,0,2
1256,-14.700000000000003,1,0,0,2
1257,-20.099999999999994,1,0,0,2
1258,-12.0,0,0,0,2
1259,-22.99999999999999,2,2,0,2
1260,-29.0000000000001,1,0,0,1
1261,-11.7,1,1,0,2
1262,-19.699999999999996,2,0,0,2
1263,-21.199999999999996,0,0,0,2
1264,-31.400000000000105,1,1,0,1
1265,-12.0,0,0,0,2
1266,-27.400000000000084,1,0,0,1
1267,-27.400000000000084,2,0,0,1
1268,-10.799999999999999,0,0,0,2
1269,-29.200000000000003,1,0,0,2
1270,-19.29999999999999,1,0,0,2
1271,-13.200000000000003,2,0,0,2
1272,-16.5,1,1,0,2
1273,-12.3,0,0,0,2
1274,-27.800000000000086,2,0,0,1
1275,-22.199999999999992,2,0,0,2
1276,-25.499999999999993,0,0,0,2
1277,-20.699999999999996,1,0,0,2
1278,-20.799999999999997,0,0,0,2
1279,-10.9,0,0,0,2
1280,-13.700000000000003,1,0,0,2
1281,-27.000000000000068,2,0,0,1
1282,-21.69999999999999,2,1,0,2
1283,-28.49999999999999,1,0,0,2
1284,-25.69999999999999,2,1,0,2
1285,-28.20000000000008,2,0,0,1
1286,-34.30000000000007,2,1,0,2
1287,-14.200000000000003,2,0,0,2
1288,-30.400000000000013,1,0,0,2
1289,-20.499999999999993,2,0,0,2
1290,-29.40000000000011,3,2,0,1
1291,-21.79999999999999,0,0,0,2
1292,-23.499999999999986,2,1,0,2
1293,-15.2,2,0,0,2
1294,-27.00000000000008,1,0,0,1
1295,-12.700000000000001,0,0,0,2
1296,-34.400000000000034,2,1,0,2
1297,-35.20000000000006,2,0,0,2
1298,-11.6,0,0,0,2
1299,-22.599999999999994,0,0,0,2
1300,-16.799999999999997,1,0,0,2
1301,-33.40000000000004,1,0,0,2
1302,-27.400000000000084,2,0,0,1
1303,-12.200000000000001,0,0,0,2
1304,-11.8,0,0,0,2
1305,-18.59999999999999,2,1,0,2
1306,-26.80000000000008,2,0,0,1
1307,-30.200000000000095,2,1,0,1
1308,-28.800000000000104,2,1,0,1
1309,-28.400000000000084,3,1,0,1
1310,-23.09999999999998,1,0,0,2
1311,-29.200000000000074,1,0,0,1
1312,-16.999999999999993,1,0,0,2
1313,-30.80000000000002,3,1,0,2
1314,-15.799999999999997,2,1,0,2
1315,-16.699999999999996,2,0,0,2
1316,-30.4000000000001,1,0,0,1
1317,-15.100000000000001,2,0,0,2
1318,-13.8,1,0,0,2
1319,-13.500000000000002,1,0,0,2
1320,-11.7,1,1,0,2
1321,-23.499999999999993,1,1,0,2
1322,-32.20000000000002,2,1,0,2
1323,-12.5,0,0,0,2
1324,-18.299999999999997,0,0,0,2
1325,-31.100000000000044,1,0,0,2
1326,-14.6,0,0,0,2
1327,-29.60000000000009,2,1,0,1
1328,-11.8,1,0,0,2
1329,-14.5,2,1,0,2
1330,-16.799999999999997,2,1,0,2
1331,-12.4,0,0,0,2
1332,-27.5,2,1,0,2
1333,-20.19999999999999,2,0,0,2
1334,-10.799999999999999,0,0,0,2
1335,-28.600000000000012,0,0,0,2
1336,-18.699999999999996,1,0,0,2
1337,-29.8000000000001,2,1,0,1
1338,-14.599999999999998,1,0,0,2
1339,-22.099999999999994,1,0,0,2
1340,-14.000000000000002,2,0,0,2
1341,-26.600000000000097,2,0,0,1
1342,-22.89999999999999,2,0,0,2
1343,-15.299999999999997,2,0,0,2
1344,-14.799999999999999,1,0,0,2
1345,-13.200000000000001,1,0,0,2
1346,-14.100000000000001,1,0,0,2
1347,-21.999999999999993,1,0,0,2
1348,-20.599999999999994,2,1,0,2
1349,-28.200000000000085,1,0,0,1
1350,-28.2000000000001,2,1,0,1
1351,-20.89999999999999,2,1,0,2
1352,-20.39999999999999,2,0,0,2
1353,-22.29999999999999,2,2,0,2
1354,-27.400000000000077,2,0,0,1
1355,-11.7,0,0,0,2
1356,-33.50000000000004,1,1,0,2
1357,-38.200000000000074,1,0,0,2
1358,-18.599999999999998,1,0,0,2
1359,-14.6,0,0,0,2
1360,-13.8,1,0,0,2
1361,-28.000000000000078,2,0,0,1
1362,-11.8,0,0,0,2
1363,-27.09999999999998,1,1,0,2
1364,-18.799999999999997,2,1,0,2
1365,-14.700000000000003,0,0,0,2
1366,-20.89999999999999,1,0,0,2
1367,-29.400000000000098,1,0,0,1
1368,-12.0,0,0,0,2
1369,-13.900000000000002,1,0,0,2
1370,-14.100000000000003,2,0,0,2
1371,-14.600000000000001,1,0,0,2
1372,-23.29999999999999,2,1,0,2
1373,-31.4000000000001,0,0,0,1
1374,-11.6,1,0,0,2
1375,-18.69999999999999,2,1,0,2
1376,-20.09999999999999,2,0,0,2
1377,-11.0,0,0,0,2
1378,-17.299999999999994,1,0,0,2
1379,-15.899999999999999,1,0,0,2
1380,-32.800000000000054,1,0,0,2
1381,-11.4,0,0,0,2
1382,-18.899999999999995,1,0,0,2
1383,-27.800000000000097,2,0,0,1
1384,-22.599999999999994,2,1,0,2
1385,-20.099999999999994,1,0,0,2
1386,-20.99999999999999,1,0,0,2
1387,-28.400000000000105,2,0,0,1
1388,-14.3,1,0,0,2
1389,-14.3,1,0,0,2
1390,-13.500000000000002,0,0,0,2
1391,-14.000000000000004,0,0,0,2
1392,-28.800000000000086,1,0,0,1
1393,-11.4,0,0,0,2
1394,-12.9,0,0,0,2
1395,-22.199999999999992,2,0,0,2
1396,-14.100000000000001,0,0,0,2
1397,-15.8,1,0,0,2
1398,-13.600000000000001,1,0,0,2
1399,-29.6000000000001,1,0,0,1
1400,-30.200000000000077,2,1,0,1
1401,-14.7,2,0,0,2
1402,-11.5,0,0,0,2
1403,-29.600000000000104,0,0,0,1
1404,-16.299999999999997,0,0,0,2
1405,-26.60000000000008,1,0,0,1
1406,-27.400000000000084,2,0,0,1
1407,-13.500000000000002,1,0,0,2
1408,-31.800000000000093,2,1,0,1
1409,-16.699999999999996,1,0,0,2
1410,-35.30000000000006,2,1,0,2
1411,-24.999999999999993,1,0,0,2
1412,-17.699999999999996,1,0,0,2
1413,-17.099999999999994,1,0,0,2
1414,-12.600000000000001,1,1,0,2
1415,-11.4,0,0,0,2
1416,-20.89999999999999,1,0,0,2
1417,-17.699999999999996,2,0,0,2
1418,-19.199999999999996,1,0,0,2
1419,-16.9,1,0,0,2
1420,-11.3,1,0,0,2
1421,-14.100000000000001,1,0,0,2
1422,-31.00000000000011,1,1,0,1
1423,-30.800000000000026,1,0,0,2
1424,-18.599999999999994,2,1,0,2
1425,-28.80000000000009,2,0,0,1
1426,-10.9,0,0,0,2
1427,-16.999999999999993,1,0,0,2
1428,-30.60000000000009,1,1,0,1
1429,-11.4,0,0,0,2
1430,-40.00000000000009,2,0,0,2
1431,-12.200000000000001,0,0,0,2
1432,-29.000000000000103,1,0,0,1
1433,-36.70000000000006,1,1,0,2
1434,-21.59999999999999,1,1,0,2
1435,-29.200000000000088,2,1,0,1
1436,-26.40000000000007,2,0,0,1
1437,-34.80000000000011,0,0,0,1
1438,-29.600000000000087,1,0,0,1
1439,-16.299999999999997,1,0,0,2
1440,-25.799999999999983,1,0,0,2
1441,-13.700000000000001,1,0,0,2
1442,-11.2,0,0,0,2
1443,-19.599999999999987,1,0,0,2
1444,-30.400000000000098,0,0,0,1
1445,-29.000000000000085,2,1,0,1
1446,-26.400000000000077,2,0,0,1
1447,-32.400000000000034,2,1,0,2
1448,-12.100000000000001,0,0,0,2
1449,-12.600000000000001,1,0,0,2
1450,-20.79999999999999,2,1,0,2
1451,-24.599999999999994,1,0,0,2
1452,-27.000000000000096,2,0,0,1
1453,-34.80000000000005,2,1,0,2
1454,-15.0,1,0,0,2
1455,-20.69999999999999,1,0,0,2
1456,-33.0000000000001,2,1,0,1
1457,-11.0,0,0,0,2
1458,-11.5,0,0,0,2
1459,-30.00000000000007,2,0,0,1
1460,-14.500000000000002,0,0,0,2
1461,-17.299999999999994,1,0,0,2
1462,-13.0,1,0,0,2
1463,-11.4,0,0,0,2
1464,-31.200000000000014,0,0,0,2
1465,-14.100000000000001,1,0,0,2
1466,-25.09999999999998,3,1,0,2
1467,-14.400000000000002,1,0,0,2
1468,-31.2000000000001,2,2,0,1
1469,-24.89999999999999,2,1,0,2
1470,-15.899999999999999,1,0,0,2
1471,-31.400000000000112,0,0,0,1
1472,-13.700000000000001,1,0,0,2
1473,-12.500000000000002,0,0,0,2
1474,-12.2,0,0,0,2
1475,-17.099999999999994,2,1,0,2
1476,-29.000000000000092,2,1,0,1
1477,-31.0000000000001,1,0,0,1
1478,-11.2,0,0,0,2
1479,-12.4,0,0,0,2
1480,-28.000000000000103,1,0,0,1
1481,-28.900000000000006,1,1,0,2
1482,-28.000000000000092,1,0,0,1
1483,-14.200000000000001,0,0,0,2
1484,-11.3,0,0,0,2
1485,-15.899999999999999,2,0,0,2
1486,-26.800000000000082,2,0,0,1
1487,-12.4,0,0,0,2
1488,-22.29999999999999,2,2,0,2
1489,-11.0,0,0,0,2
1490,-24.69999999999999,1,0,0,2
1491,-22.599999999999987,2,1,0,2
1492,-14.100000000000001,0,0,0,2
1493,-11.4,0,0,0,2
1494,-15.999999999999996,2,0,0,2
1495,-30.200000000000017,2,0,0,2
1496,-16.7,0,0,0,2
1497,-15.699999999999996,2,0,0,2
1498,-15.899999999999997,2,0,0,2
1499,-18.699999999999996,1,1,0,2
1500,-13.000000000000002,1,0,0,2
1501,-28.200000000000085,2,0,0,1
1502,-15.299999999999999,2,0,0,2
1503,-11.7,1,1,0,2
1504,-29.6000000000001,2,1,0,1
1505,-14.999999999999998,2,0,0,2
1506,-26.09999999999999,2,1,0,2
1507,-14.0,2,0,0,2
1508,-30.400000000000087,1,0,0,1
1509,-16.299999999999994,2,1,0,2
1510,-21.099999999999994,2,1,0,2
1511,-37.000000000000064,2,2,0,2
1512,-15.499999999999996,2,0,0,2
1513,-29.000000000000092,2,0,0,1
1514,-19.699999999999992,2,0,0,2
1515,-15.2,1,0,0,2
1516,-15.399999999999997,1,0,0,2
1517,-12.600000000000001,0,0,0,2
1518,-27.4,1,1,0,2
1519,-31.600000000000097,0,0,0,1
1520,-19.099999999999994,2,1,0,2
1521,-25.000000000000075,2,0,0,1
1522,-28.200000000000067,2,0,0,1
1523,-28.00000000000008,2,0,0,1
1524,-31.800000000000097,1,1,0,1
